Mascot_ID,name,team,date_unveiled,mhof_nominated_year,mhof_inducted_date,history,student_pro,image_file,image_url,character_type,maker,variety,sub_variety,current_character,selection_process,performer_type,year_retired,website
808,Thunder the Bobcat,1111,,,,,0,C:\MHOF\DIV-II\Peach Belt\thunder.jpg,,1,,6,4,1,,,,
809,Luke the Laker,1129,,,,,0,C:\MHOF\DIV-II\Penn State\murcyhurst.jpg,,3,,3,,1,,,,
810,Rammy,1135,,,,,0,C:\MHOF\DIV-II\Penn State\Rammy.jpg,,1,,14,,1,,,,
811,Rocky,1134,,,,,0,C:\MHOF\DIV-II\Penn State\Rocky.jpg,,1,,6,,1,,,,
812,Big Red,1133,,,,,0,C:\MHOF\DIV-II\Penn State\Big Red.jpg,,1,,10,,1,,,,
813,Griffin,1132,,,,,0,C:\MHOF\DIV-II\Penn State\seton.jpg,,1,,10,39,1,,,,
814,Skully,1130,,,,,0,C:\MHOF\DIV-II\Penn State\skully.jpg,,1,,10,,1,,,,
815,The Mountie,1128,,,,,0,C:\MHOF\DIV-II\Penn State\mountie.jpeg,,3,,3,,1,,,,
816,Talon,1127,,,,,0,C:\MHOF\DIV-II\Penn State\talon.jpg,,1,,10,23,1,,,,
817,Blaze the Vulcan,1119,,,,,0,C:\MHOF\DIV-II\Penn State\blaze.jpg,,3,,3,,1,,,,
818,Mountain Cat #1,1131,,,,,0,C:\MHOF\DIV-II\Penn State\pitt.jpg,,1,,6,5,1,,,,
819,Avalanche the Golden Bear,1126,,,,,0,C:\MHOF\DIV-II\Penn State\ku.jpg,,1,,5,,1,,,,
820,Roongo,1118,,,,,0,C:\MHOF\DIV-II\Penn State\roongo.jpg,,1,,2,,1,,,,
821,Wolf,1120,,,,,0,C:\MHOF\DIV-II\Penn State\cheyney.jpg,,1,,17,,1,,,,
822,Ernie,1121,,,,,0,C:\MHOF\DIV-II\Penn State\ernie.jpg,,1,,10,23,1,,,,
823,Burgy,1122,04-Oct-08,,,,0,C:\MHOF\DIV-II\Penn State\burgy.jpg,,1,,5,,1,,,,
824,"Mac Cato, the Fighting Scot",1123,,,,,0,C:\MHOF\DIV-II\Penn State\eu.jpg,,3,,3,,1,,,,
825,Drake the Golden Knight,1124,,,,,0,C:\MHOF\DIV-II\Penn State\gannon.jpg,,3,,3,,1,,,,
826,Norm,1125,,,,,0,C:\MHOF\DIV-II\Penn State\norm.jpg,,1,,10,24,1,,,,
827,Buzz,1137,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\buzz.jpg,,1,,15,,1,,,,
828,Rowdy the Roadrunner,1145,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\rowdy2.jpg,,1,,10,40,1,,,,
829,NO MASCOT,1149,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\mount.jpg,,5,,,,1,,,,
830,Grubby the Miner,1148,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\grubby.png,,3,,3,,1,,,,
831,Roamin’ the Ranger,1147,01-Nov-21,,,,0,C:\MHOF\DIV-II\Rocky Mountain\regis.jpg,http://www.regis.edu/News-Events-Media/Signature-Story-Directory/Meet-the-Mascot.aspx,3,,3,,1,,,,
832,NO MASCOT,1146,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\highlands.jpg,,5,,,,1,,,,
833,Griff,1150,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\griff.png,,1,,10,39,1,,,,
834,Skyler the Skyhawk,1144,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\skyler.png,,1,,10,24,1,,,,
835,Clyde,1143,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\uccs.jpg,,1,,6,5,1,,,,
836,Wolfie,1142,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\Wolfie.jpg,,1,,17,,1,,,,
837,Elmo Eagle,1138,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\elmo.jpg,,1,,10,23,1,,,,
838,Grizzly bear,1136,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\adams.jpg,,1,,5,,1,,,,
839,Cougars,1139,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\ccu.jpg,,1,,6,11,1,,,,
840,Rowdy,1140,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\rowdy.jpg,,1,,16,,1,,,,
841,Marvin the Miner,1141,,,,,0,C:\MHOF\DIV-II\Rocky Mountain\marvin.jpg,,3,,3,,1,,,,
842,Golden Bears,1160,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\miles.jpg,,1,,5,,1,,,,
843,Golden Tigers,1164,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\tiger1.jpg,,1,,6,1,1,,,,
844,NO MASCOT,1159,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\lemoyne.png,,5,,,,1,,,,
845,Badger,1163,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\badger.jpg,,1,,23,,1,,,,
846,Maroon Tiger,1161,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\lion.jpg,,1,,6,1,1,,,,
847,Golden Rams,1151,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\albany.jpg,,1,,14,,1,,,,
848,Benedict Tiger,1152,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\benedict.jpg,,1,,6,1,1,,,,
849,Marauder Man,1153,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\csu.jpg,,3,,3,,1,,,,
850,NO MASCOT,1154,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\chaflin.jpg,,5,,,,1,,,,
851,NO MASCOT,1155,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\clark.gif,,5,,,,1,,,,
852,Wildcats,1156,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\FVS.jpg,,1,,6,8,1,,,,
853,NO MASCOT,1157,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\ksu.png,,5,,,,1,,,,
854,NO MASCOT,1158,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\lane.png,,5,,,,1,,,,
855,Lion,1162,,,,,0,C:\MHOF\DIV-II\Southern Intercollegiate\paine.jpg,,1,,6,3,1,,,,
856,Mocsie,1168,,,,,0,C:\MHOF\DIV-II\Sunshine State\mocs.jpg,,1,,7,,1,,,,
857,Razor the Shark,1171,,,,,0,C:\MHOF\DIV-II\Sunshine State\razor.jpg,,1,,11,,1,,,,
858,Spartacus,1175,,,,,0,C:\MHOF\DIV-II\Sunshine State\spartacus.jpg,,3,,3,,1,,,,
859,Fritz,1174,,,,,0,C:\MHOF\DIV-II\Sunshine State\leo.jpg,,1,,6,3,1,,,,
860,Tommy the Tar,1173,,,,,0,C:\MHOF\DIV-II\Sunshine State\tommy.jpg,,3,,3,,1,,,,
861,Sailfish Jack,1172,,,,,0,C:\MHOF\DIV-II\Sunshine State\sailfish.jpg,,1,,11,,1,,,,
862,Pete the Panther,1169,,,,,0,C:\MHOF\DIV-II\Sunshine State\fl.jpg,,1,,6,2,1,,,,
863,Ernie the Eagle,1167,,,,,0,C:\MHOF\DIV-II\Sunshine State\ernie.jpg,,1,,10,23,1,Tryouts through the marketing department,A team of performers,,
864,NO MASCOT,1166,,,,,0,C:\MHOF\DIV-II\Sunshine State\eckerd.png,,5,,,,1,,,,
865,Bucky the Parrot,1165,,,,,0,C:\MHOF\DIV-II\Sunshine State\bucky.bmp,,1,,10,20,1,,,,
866,Lance the Fighting Knight,1170,,,,,0,C:\MHOF\DIV-II\Sunshine State\lance.jpg,,3,,3,,1,,,,
867,NO MASCOT,842,,,,,0,C:\MHOF\DIV-III\Upper Midwest\bethany.jpg,,5,,,,1,,,,
868,Storm the Saint Bernard,849,,,,,0,C:\MHOF\DIV-III\Upper Midwest\storm.jpg,,1,,2,,1,,,,
869,NO MASCOT,843,,,,,0,C:\MHOF\DIV-III\Upper Midwest\crown.jpg,,5,,,,1,,,,
870,NO MASCOT,844,,,,,0,C:\MHOF\DIV-III\Upper Midwest\knight.jpg,,5,,,,1,,,,
871,NO MASCOT,846,,,,,0,C:\MHOF\DIV-III\Upper Midwest\rams.jpg,,5,,,,1,,,,
872,NO MASCOT,847,,,,,0,C:\MHOF\DIV-III\Upper Midwest\lumberjack.jpg,,5,,,,1,,,,
873,Pounce the Cougar,845,,,,,0,C:\MHOF\DIV-III\Upper Midwest\pounce.jpg,,1,,6,11,1,,,,
874,NO MASCOT,848,,,,,0,C:\MHOF\DIV-III\Upper Midwest\eagle.jpg,,5,,,,1,,,,
875,Buzz the Yellowjacket,850,,,,,0,C:\MHOF\DIV-III\Upper Midwest\buzz.jpg,,1,,15,,1,,,,
876,Ollie the Owl,824,,,,,0,C:\MHOF\DIV-III\University Athletic\owl.jpg,,1,,10,41,1,,,,
877,Scotty the Scottie Dog,825,,,,,0,C:\MHOF\DIV-III\University Athletic\spartty.jpg,,1,,2,,1,,,,
878,The Spartan,826,,,,,0,C:\MHOF\DIV-III\University Athletic\cwru.jpg,,3,,3,,1,,,,
879,Swoop the Eagle,827,,,,,0,C:\MHOF\DIV-III\University Athletic\swoop.jpg,,1,,10,23,1,,,,
880,The Bobcat,828,,,,,0,C:\MHOF\DIV-III\University Athletic\bobcat.jpg,,1,,6,4,1,,,,
881,Phil the Phoenix,829,,,,,0,C:\MHOF\DIV-III\University Athletic\new-mascot.jpg,,1,,10,38,1,,,,
882,Rocky the Yellowjacket,830,,,,,0,C:\MHOF\DIV-III\University Athletic\rocky.jpg,,1,,15,,1,,,,
883,The Bear,831,,,,,0,C:\MHOF\DIV-III\University Athletic\bear.jpg,http://wulibraries.typepad.com/bears_repeating/2012/06/bears-repeating-a-brief-history-of-washington-universitys-bear.html,1,,5,,1,,,,
884,Benji the Bengal,838,,,,,0,C:\MHOF\DIV-III\State University\buffalo.jpg,,1,,6,7,1,,,,
885,Ellsworth,837,,,,,0,C:\MHOF\DIV-III\State University\ellsworth.jpg,,1,,10,23,1,,,,
886,Blaze,832,,,,,0,C:\MHOF\DIV-III\State University\cortland.jpg,,1,,18,,1,,,,
887,The Blue Devil,839,,,,,0,C:\MHOF\DIV-III\State University\fredonia.jpg,,3,,3,,1,,,,
888,Victor E. Knight,840,,,,,0,C:\MHOF\DIV-III\State University\geneseo.jpg,,3,,3,,1,,,,
889,Hugo the Hawk,833,,,,,0,C:\MHOF\DIV-III\State University\paltz.jpg,,1,,10,24,1,,,,
890,The Red Dragons,834,,,,,0,C:\MHOF\DIV-III\State University\oneonta.png,,1,,18,,1,,,,
891,NO MASCOT,841,,,,,0,C:\MHOF\DIV-III\State University\oswego.png,,5,,,,1,,,,
892,Burghy,835,,,,,0,C:\MHOF\DIV-III\State University\plattsburgh.jpg,,1,,10,21,1,,,,
893,The Potsdam Bear,836,,,,,0,C:\MHOF\DIV-III\State University\potsdam.jpg,,1,,5,,1,,,,
894,Katy the Kangaroo,822,,,,,0,C:\MHOF\DIV-III\Southern Collegiate\kangaroo.jpg,http://www.acroos.com/sports/cheer/mascot,1,,25,,1,,,,
895,Skeeter,823,,,,,0,C:\MHOF\DIV-III\Southern Collegiate\centenary.jpg,,2,,2,,1,,,,
896,Prowler,816,,,,,0,C:\MHOF\DIV-III\Southern Collegiate\colorado.jpg,,1,,6,1,1,,,,
897,Monty the Mountain Lion,818,,,,,0,C:\MHOF\DIV-III\Southern Collegiate\schriner.png,,1,,6,5,1,,,,
898,NO MASCOT,819,,,,,0,C:\MHOF\DIV-III\Southern Collegiate\southwestern.png,,5,,,,1,,,,
899,Lucky the Bulldog,820,,,,,0,C:\MHOF\DIV-III\Southern Collegiate\texaslutheran.jpg,,1,,2,,1,,,,
900,LeeRoy,821,,,,,0,C:\MHOF\DIV-III\Southern Collegiate\trinity.jpg,,1,,6,1,1,,,,
901,NO MASCOT,817,,,,,0,C:\MHOF\DIV-III\Southern Collegiate\dallas.png,,5,,,,1,,,,
902,The Beaver,807,,,,,0,C:\MHOF\DIV-III\Southern California\beaver.jpg,,1,,23,,1,,,,
903,The Kingsmen & Regals,808,,,,,0,C:\MHOF\DIV-III\Southern California\callutheran.jpg,,3,,3,,1,,,,
904,Pete the Panther,809,,,,,0,C:\MHOF\DIV-III\Southern California\chapman.jpg,,1,,6,2,1,,,,
905,The Stag,810,,,,,0,C:\MHOF\DIV-III\Southern California\claremont.jpg,,1,,14,,1,,,,
906,Oswald the Tiger,812,,,,,0,C:\MHOF\DIV-III\Southern California\occidental.jpg,,1,,6,1,1,,,,
907,NO MASCOT,813,,,,,0,C:\MHOF\DIV-III\Southern California\cecil.jpg,http://www.sagehens.com/landing/cecil,5,,,,1,,,,
908,Lea & Leo The Leopards,811,,,,,0,C:\MHOF\DIV-III\Southern California\ulv.jpg,,1,,6,16,1,,,,
909,Thurber the Bulldog,814,,,,,0,C:\MHOF\DIV-III\Southern California\redlands.jpg,http://www.redlands.edu/meet-redlands/history-traditions/mascot/,2,,2,,1,,,,
910,Johnny Poet,815,,,,,0,C:\MHOF\DIV-III\Southern California\whittier.jpg,,3,,3,,1,,,,
911,NO MASCOT,1255,,,,,0,C:\MHOF\DIV-III\Allegheny\douville.jpg,,5,,,,1,,,,
912,Baron von Steuben,1256,,,,,0,C:\MHOF\DIV-III\Allegheny\baron.jpg,,3,,3,,1,,,,
913,Bert The Hawk,1257,,,,,0,C:\MHOF\DIV-III\Allegheny\bert.jpg,,1,,10,24,1,,,,
914,The Red Hawk,1258,,,,,0,C:\MHOF\DIV-III\Allegheny\redhawk.jpg,,1,,10,24,1,,,,
915,The Maverick,1259,,,,,0,C:\MHOF\DIV-III\Allegheny\maverick.jpg,,1,,1,,1,,,,
916,Victory,1260,,,,,0,C:\MHOF\DIV-III\Allegheny\victory.jpg,,1,,1,,1,,,,
917,Nittany Lion,1261,,,,,0,C:\MHOF\DIV-III\Allegheny\pennstate.jpg,,1,,6,3,1,,,,
918,Behrend Lion,1262,,,,,0,C:\MHOF\DIV-III\Allegheny\behrend.jpg,,1,,6,3,1,,,,
919,The Panther,1263,,,,,0,C:\MHOF\DIV-III\Allegheny\upb.jpg,,1,,6,2,1,,,,
920,Bruiser the Bobcat,1264,,,,,0,C:\MHOF\DIV-III\Allegheny\bruiser.jpg,,1,,6,4,1,,,,
921,Orvis the Pioneer,1195,,,,,0,C:\MHOF\DIV-III\AmerColl\orvis.jpg,http://www.alfredstateathletics.com/fan_zone/orvis_the_pioneer,3,,3,,1,,,,
922,Riku F. Lion,1196,,,,,0,C:\MHOF\DIV-III\AmerColl\lion.jpg,,1,,6,3,1,,,,
923,The Cyclone,1198,,,,,0,C:\MHOF\DIV-III\AmerColl\cyclone.jpg,,1,,7,,1,,,,
924,NO MASCOT,1201,,,,,0,C:\MHOF\DIV-III\AmerColl\gators.jpg,,5,,,,1,,,,
925,Roody the Kangaroo,1199,,,,,0,C:\MHOF\DIV-III\AmerColl\roody.jpg,,1,,25,,1,,,,
926,Blaze The Bronco,1200,,,,,0,C:\MHOF\DIV-III\AmerColl\blaze.jpg,,1,,1,,1,,,,
927,Hootie the Owl,1197,,,,,0,C:\MHOF\DIV-III\AmerColl\hootie.jpg,,1,,10,41,1,,,,
928,NO MASCOT,1202,,,,,0,C:\MHOF\DIV-III\AmerColl\patriots.jpg,,5,,,,1,,,,
929,NO MASCOT,1203,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\belhaven.jpg,,5,,,,1,,,,
930,Vortex The Tornado,1204,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\vortex.jpg,,1,,7,,1,,,,
931,Toby & Tabby the Tigers,1205,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\toby.jpg,,1,,6,1,1,,,,
932,NO MASCOT,1206,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\cowboys.jpg,,5,,,,1,,,,
933,Buzzsaw,1207,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\buzzsaw.jpg,,1,,15,,1,,,,
934,The Yellowjacket,1208,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\leto.jpg,,1,,15,,1,,,,
935,NO MASCOT,1209,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\loucats.jpg,,5,,,,1,,,,
936,Wally the War Hawk,1211,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\wally.jpg,,1,,10,24,1,,,,
937,Sully The Lobo,1213,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\sulross.jpg,,1,,17,,1,,,,
938,CRUnk The Crusader,1210,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\umhb.jpg,,3,,3,,1,,,,
939,Temoc,1214,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\temoc.jpg,,3,,3,,1,,,,
940,Swoop,1215,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\tyler.jpg,,1,,10,23,1,,,,
941,NO MASCOT,1212,,,,,0,C:\MHOF\DIV-III\AmerSouthWest\ozarks.jpg,,5,,,,1,,,,
942,Captain Chris,1216,,,,,0,C:\MHOF\DIV-III\Capital\chris.jpg,,3,,3,,1,,,,
943,The Bobcat,1217,,,,,0,C:\MHOF\DIV-III\Capital\bobcat.jpg,,1,,6,4,1,,,,
944,Bernie Da'Dog,1219,,,,,0,C:\MHOF\DIV-III\Capital\bernie.png,,1,,2,,1,,,,
945,Nittany Lion,1220,,,,,0,C:\MHOF\DIV-III\Capital\pennstateh.jpg,,1,,6,3,1,,,,
946,Sammy Sea Gull,1222,,,,,0,C:\MHOF\DIV-III\Capital\sammy2.gif,http://www.salisbury.edu/about/sammy.html,1,,10,47,1,,,,
947,NO MASCOT,1223,,,,,0,C:\MHOF\DIV-III\Capital\svk.jpg,,5,,,,1,,,,
948,Solomon The Seahawk,1221,,,,,0,C:\MHOF\DIV-III\Capital\smcm.jpg,,1,,10,24,1,,,,
949,Sammy D. Eagle,1218,,,,,0,C:\MHOF\DIV-III\Capital\sammy.jpg,,1,,10,23,1,,,,
950,Wally the Wolverine,1224,,,,,0,C:\MHOF\DIV-III\Capital\wesley.jpg,,1,,23,,1,,,,
951,Screamer,1225,,,,,0,C:\MHOF\DIV-III\Capital\screamer.jpg,,1,,7,,1,,,,
952,The Owl,1226,,,,,0,C:\MHOF\DIV-III\Centennial\owl.jpg,,1,,10,41,1,,,,
953,The Red Devil,1227,,,,,0,C:\MHOF\DIV-III\Centennial\devil.jpg,,3,,3,,1,,,,
954,Ben and John,1228,,,,,0,C:\MHOF\DIV-III\Centennial\benandjohn.jpg,,3,,3,,1,,,,
955,NO MASCOT,1229,,,,,0,C:\MHOF\DIV-III\Centennial\bullets.png,,5,,,,1,,,,
956,Black Squirrel,1230,,,,,0,C:\MHOF\DIV-III\Centennial\squirrel.jpg,,1,,23,,1,,,,
957,The Blue Jay,1231,,,,,0,C:\MHOF\DIV-III\Centennial\hopkins.jpg,,1,,10,22,1,,,,
958,The Green Terror,1232,,,,,0,C:\MHOF\DIV-III\Centennial\terror.jpg,,1,,7,,1,,,,
959,The Mule,1233,,,,,0,C:\MHOF\DIV-III\Centennial\mule.jpg,,1,,1,,1,,,,
960,Phineas the Phoenix,1234,,,,,0,C:\MHOF\DIV-III\Centennial\phineas.jpg,https://www.swarthmore.edu/phoenix/phoenixography,1,,10,38,1,,,,
961,Ursinus Grizzly Bear,1235,,,,,0,C:\MHOF\DIV-III\Centennial\bear.jpg,,1,,5,,1,,,,
962,Gus the Goose,1236,,,,,0,C:\MHOF\DIV-III\Centennial\gus.jpg,,1,,10,48,1,,,,
963,The Bearcat,1237,,,,,0,C:\MHOF\DIV-III\City University\baruch.jpg,,1,,6,12,1,,,,
964,The Bulldog,1242,,,,,0,C:\MHOF\DIV-III\City University\brooklyn.jpg,,1,,2,,1,,,,
965,Bennie the Beaver,1238,,,,,0,C:\MHOF\DIV-III\City University\benny.jpg,,1,,23,,1,,,,
966,Danny the Dolphin,1243,,,,,0,C:\MHOF\DIV-III\City University\danny.jpg,,1,,11,,1,,,,
967,Hunter Hawk,1239,,,,,0,C:\MHOF\DIV-III\City University\hunter.jpg,,1,,10,24,1,,,,
968,The Bloodhound,1240,,,,,0,C:\MHOF\DIV-III\City University\johnjay.jpg,,1,,2,,1,,,,
969,NO MASCOT,1241,,,,,0,C:\MHOF\DIV-III\City University\lehman.jpg,,5,,,,1,,,,
970,The Cougar,1244,,,,,0,C:\MHOF\DIV-III\City University\medgar.jpg,,1,,6,11,1,,,,
971,The Cardinal,1245,,,,,0,C:\MHOF\DIV-III\City University\york.jpg,,1,,10,21,1,,,,
972,Gustav Mauler,1246,,,,,0,C:\MHOF\DIV-III\College Conference\augustana.jpg,,3,,3,,1,,,,
973,Pioneer Pete,1247,,,,,0,C:\MHOF\DIV-III\College Conference\carroll2.jpg,,3,,3,,1,,,,
974,Torchie,1248,,,,,0,C:\MHOF\DIV-III\College Conference\torchie.jpg,,3,,3,,1,,,,
975,Victor E. Bluejay,1249,,,,,0,C:\MHOF\DIV-III\College Conference\elmhurst.jpg,,1,,10,22,1,,,,
976,Tommy the Titan,1250,,,,,0,C:\MHOF\DIV-III\College Conference\tommy.jpg,,3,,3,,1,,,,
977,NO MASCOT,1251,,,,,0,C:\MHOF\DIV-III\College Conference\millikin.jpg,,5,,,,1,,,,
978,Chippy,1252,,,,,0,C:\MHOF\DIV-III\College Conference\chippy.jpg,,1,,10,21,1,,,,
979,Ragnar The Viking,1253,,,,,0,C:\MHOF\DIV-III\College Conference\northpark.jpg,https://www.northpark.edu/stories/story-behind-north-parks-mascot/,3,,3,,1,,,,
980,Stertorous “Tor” Thunder,1254,,,,,0,C:\MHOF\DIV-III\College Conference\tor.jpg,,1,,12,,1,,,,
981,Sparky the Eagle,405,,,,,0,c:\mhof\DIV-I\bigsouth\liberty.jpg,,1,,10,23,1,,,,
982,NO MASCOT,867,,,,,0,C:\MHOF\DIV-III\USA South\salem.jpg,,5,,,,1,,,,
983,The Cavalier,1265,,,,,0,C:\MHOF\DIV-III\Colonial States\cabrini.jpg,,3,,3,,1,,,,
984,NO MASCOT,1266,,,,,0,C:\MHOF\DIV-III\Colonial States\cairn.jpg,,5,,,,1,,,,
985,Franki The Falcon,1267,,,,,0,C:\MHOF\DIV-III\Colonial States\falcon.gif,,1,,10,28,1,,,,
986,The Cyclone,1268,,,,,0,C:\MHOF\DIV-III\Colonial States\cyclone.jpg,,1,,7,,1,,,,
987,NO MASCOT,1269,,,,,0,C:\MHOF\DIV-III\Colonial States\defenders.jpg,,5,,,,1,,,,
988,The Griffin,1270,,,,,0,C:\MHOF\DIV-III\Colonial States\griffin.jpg,,1,,10,39,1,,,,
989,The Mighty Macs,1271,,,,,0,C:\MHOF\DIV-III\Colonial States\mac.jpg,,1,,7,,1,,,,
990,KC,1272,,,,,0,C:\MHOF\DIV-III\Colonial States\kc.jpeg,,1,,7,,1,,,,
991,The Pacer,1273,,,,,0,C:\MHOF\DIV-III\Colonial States\marywood.jpg,,1,,1,,1,,,,
992,Sir Francis,1274,,,,,0,C:\MHOF\DIV-III\Colonial States\nu.jpg,,3,,3,,1,,,,
993,The Gator,1275,,,,,0,C:\MHOF\DIV-III\Colonial States\gator.jpg,,1,,21,,1,,,,
994,Renny the Raven,1276,,,,,0,C:\MHOF\DIV-III\Colonial States\renny.jpg,,1,,10,29,1,,,,
995,The Colonel,1277,,,,,0,C:\MHOF\DIV-III\Commonwealth\curry.jpg,,3,,3,,1,,,,
996,The ENC Lion,1278,,,,,0,C:\MHOF\DIV-III\Commonwealth\endlion.jpg,,1,,6,3,1,,,,
997,The Power Gull,1279,,,,,0,C:\MHOF\DIV-III\Commonwealth\gull.jpg,,1,,10,47,1,,,,
998,Scottish Lion Rampant,1280,,,,,0,C:\MHOF\DIV-III\Commonwealth\gordon.jpg,,3,,3,,0,,,,
999,Thunder,1281,,,,,0,C:\MHOF\DIV-III\Commonwealth\thunder.jpg,,1,,16,,1,,,,
1000,Swoop the Hawk,1282,,,,,0,C:\MHOF\DIV-III\Commonwealth\swoop.jpg,,1,,10,24,1,,,,
1001,The Seahawk,1283,,,,,0,C:\MHOF\DIV-III\Commonwealth\salve.jpg,,1,,10,24,1,,,,
1002,Stormin' Norman,1284,,,,,0,C:\MHOF\DIV-III\Commonwealth\norman.jpg,,3,,3,,1,,,,
1003,The Leopard,1285,,,,,0,C:\MHOF\DIV-III\Commonwealth\wentworth.jpg,,1,,6,16,1,,,,
1004,The Golden Bears,1286,,,,,0,C:\MHOF\DIV-III\Commonwealth\bear.png,,1,,5,,1,,,,
1005,L'il Alf,1287,,,,,0,C:\MHOF\DIV-III\Empire 8\saxon.jpg,,3,,3,,1,,,,
1006,The Soaring Eagle,1288,,,,,0,C:\MHOF\DIV-III\Empire 8\elmira.jpg,,1,,10,23,1,,,,
1007,Swoop,1289,,,,,0,C:\MHOF\DIV-III\Empire 8\swoop.jpg,,1,,10,24,1,,,,
1008,Luckey,1290,,,,,0,C:\MHOF\DIV-III\Empire 8\lucky.jpg,,1,,6,3,1,,,,
1009,The Golden Flyer,1291,,,,,0,C:\MHOF\DIV-III\Empire 8\flyer.jpg,,1,,10,,1,,,,
1010,Sage,1292,,,,,0,C:\MHOF\DIV-III\Empire 8\sage.jpg,,1,,21,,1,,,,
1011,NO MASCOT,1293,,,,,0,C:\MHOF\DIV-III\Empire 8\,,5,,,,1,,,,
1012,NO MASCOT,1294,,,,,0,C:\MHOF\DIV-III\Empire 8\,,5,,,,1,,,,
1013,The Cardinal,1295,,,,,0,C:\MHOF\DIV-III\Empire 8\cardinal.jpg,,1,,10,21,1,,,,
1014,Attila the Duck,1296,,,,,0,C:\MHOF\DIV-III\Empire 8\duck.jpg,,1,,10,36,1,,,,
1015,TRAX,1297,,,,,0,C:\MHOF\DIV-III\Empire 8\trax.jpg,,1,,14,,1,,,,
1016,Frankie Falcon,1298,,,,,0,C:\MHOF\DIV-III\Great Northeast\albertus.png,,1,,10,28,1,,,,
1017,Mac,1299,,,,,0,C:\MHOF\DIV-III\Great Northeast\mac.jpg,,1,,6,,1,,,,
1018,Halo the Saint Bernard,1300,,,,,0,C:\MHOF\DIV-III\Great Northeast\halo.jpg,,1,,2,,1,,,,
1019,Wildcat Willie,1301,,,,,0,C:\MHOF\DIV-III\Great Northeast\willie.jpg,,1,,6,8,1,,,,
1020,Boomer,1302,,,,,0,C:\MHOF\DIV-III\Great Northeast\boomer.jpg,,3,,3,,1,,,,
1021,The Mustang,1303,,,,,0,C:\MHOF\DIV-III\Great Northeast\ida.jpg,,1,,1,,1,,,,
1022,The Cadet,1304,,,,,0,C:\MHOF\DIV-III\Great Northeast\norwich.jpg,,3,,3,,1,,,,
1023,The Pride,1305,,,,,0,C:\MHOF\DIV-III\Great Northeast\regis.jpg,,1,,6,3,1,,,,
1024,The Rivier Raider,1306,,,,,0,C:\MHOF\DIV-III\Great Northeast\rivier.jpg,,3,,3,,1,,,,
1025,Joey the Blue Jay,1307,,,,,0,C:\MHOF\DIV-III\Great Northeast\stjoe.jpg,,1,,10,22,1,,,,
1026,NO MASCOT,1308,,,,,0,C:\MHOF\DIV-III\Great Northeast\monk.jpg,,5,,,,1,,,,
1027,The Sharks,1309,,,,,0,C:\MHOF\DIV-III\Great Northeast\sharks.jpg,,1,,11,,1,,,,
1028,The Ram,1310,,,,,0,C:\MHOF\DIV-III\Great Northeast\ram.jpg,,1,,14,,1,,,,
1029,Rodney the Raven,1311,,,,,0,C:\MHOF\DIV-III\Heartland\au.jpg,,1,,10,29,1,,,,
1030,J. Denny and Jenny Beaver,1312,,,,,0,C:\MHOF\DIV-III\Heartland\beavers.jpg,,1,,23,,1,,,,
1031,The Yellow Jacket,1313,,,,,0,C:\MHOF\DIV-III\Heartland\defiance.jpeg,,1,,15,,1,,,,
1032,Big Earl & Mr. Quaker,1314,,,,,0,C:\MHOF\DIV-III\Heartland\earlham.jpg,,3,,3,,1,,,,
